id,way,df1,df2,f stat,f_crit,pvalue,alpha,Reject
ANOVA,1,9,20,329.0264389604388,2.39281410844228,1.1102230246251565e-16,0.05,True


id,Test,Group 1,Group 2,Size 1,Size 2,muDiff,t stat,pvalue,tails,DF,alpha
FisherLSD,Protected,JE6- Raji,JE6+ Raji,3,3,-0.265769186077206,-0.26396907258358254,0.7945045832808653,2,20,0.05
,,JE6- Raji,J132- Raji,3,3,-5.850285449863207,-5.810660172248109,1.0999361425456655e-05,,,
,,JE6- Raji,J133- Raji,3,3,-7.891403078975099,-7.837952860099995,1.596766936451388e-07,,,
,,JE6- Raji,J134- Raji,3,3,-8.606342774277607,-8.548050110679558,4.125885921801853e-08,,,
,,JE6- Raji,J135- Raji,3,3,-5.4743376160284765,-5.437258716263171,2.5370315378525632e-05,,,
,,JE6+ Raji,J132+ Raji,3,3,-2.847875058976421,-2.828585771164372,0.010378825086539978,,,
,,JE6+ Raji,J133+ Raji,3,3,-33.69567916286021,-33.467450873368996,0.0,,,
,,JE6+ Raji,J134+ Raji,3,3,-22.671439265773763,-22.517880592006637,1.1102230246251565e-15,,,
,,JE6+ Raji,J135+ Raji,3,3,-32.46010927079656,-32.24024976953038,0.0,,,
,,J132- Raji,J132+ Raji,3,3,2.7366412048095796,2.718105328500154,0.013242256699776744,,,
,,J132- Raji,J133- Raji,3,3,-2.041117629111892,-2.0272926878518858,0.05616957248338772,,,
,,J132- Raji,J134- Raji,3,3,-2.7560573244144004,-2.7373899384314484,0.012693433583363722,,,
,,J132- Raji,J135- Raji,3,3,0.3759478338347302,0.37340145598493757,0.7127782838860455,,,
,,J132+ Raji,J133+ Raji,3,3,-30.847804103883792,-30.63886510220463,0.0,,,
,,J132+ Raji,J134+ Raji,3,3,-19.823564206797343,-19.689294820842264,1.4432899320127035e-14,,,
,,J132+ Raji,J135+ Raji,3,3,-29.61223421182014,-29.41166399836601,0.0,,,
,,J133- Raji,J133+ Raji,3,3,-26.07004526996232,-25.893467085852592,0.0,,,
,,J133- Raji,J134- Raji,3,3,-0.7149396953025082,-0.7100972505795626,0.48584182053040026,,,
,,J133- Raji,J135- Raji,3,3,2.4170654629466224,2.4006941438368234,0.026210542844521845,,,
,,J133+ Raji,J134+ Raji,3,3,11.02423989708645,10.949570281362366,6.739047098136552e-10,,,
,,J133+ Raji,J135+ Raji,3,3,1.2355698920636513,1.2272011038386215,0.23399710896390968,,,
,,J134- Raji,J134+ Raji,3,3,-14.330865677573362,-14.233799553910663,6.302958155401939e-12,,,
,,J134- Raji,J135- Raji,3,3,3.1320051582491306,3.110791394416386,0.005508368656922835,,,
,,J134+ Raji,J135+ Raji,3,3,-9.788670005022798,-9.722369177523744,5.068776731675939e-09,,,
,,J135- Raji,J135+ Raji,3,3,-27.25154084084529,-27.06696012585079,0.0,,,


id,Test,Group 1,Group 2,Size 1,Size 2,muDiff,t stat,pvalue,tails,DF,alpha,Reject
Holm-Sidak,Protected,JE6- Raji,JE6+ Raji,3,3,-0.265769186077206,-0.26396907258358254,0.9175036857925549,2,20,0.05,False
,,JE6- Raji,J132- Raji,3,3,-5.850285449863207,-5.810660172248109,0.0001319843523254205,,,,True
,,JE6- Raji,J133- Raji,3,3,-7.891403078975099,-7.837952860099995,2.0757950286443005e-06,,,,True
,,JE6- Raji,J134- Raji,3,3,-8.606342774277607,-8.548050110679558,5.776238741761475e-07,,,,True
,,JE6- Raji,J135- Raji,3,3,-5.4743376160284765,-5.437258716263171,0.00027903807094842303,,,,True
,,JE6+ Raji,J132+ Raji,3,3,-2.847875058976421,-2.828585771164372,0.08962397102877528,,,,False
,,JE6+ Raji,J133+ Raji,3,3,-33.69567916286021,-33.467450873368996,0.0,,,,True
,,JE6+ Raji,J134+ Raji,3,3,-22.671439265773763,-22.517880592006637,2.1094237467877974e-14,,,,True
,,JE6+ Raji,J135+ Raji,3,3,-32.46010927079656,-32.24024976953038,0.0,,,,True
,,J132- Raji,J132+ Raji,3,3,2.7366412048095796,2.718105328500154,0.09714875019450275,,,,False
,,J132- Raji,J133- Raji,3,3,-2.041117629111892,-2.0272926878518858,0.25102060376056257,,,,False
,,J132- Raji,J134- Raji,3,3,-2.7560573244144004,-2.7373899384314484,0.09714875019450275,,,,False
,,J132- Raji,J135- Raji,3,3,0.3759478338347302,0.37340145598493757,0.9175036857925549,,,,False
,,J132+ Raji,J133+ Raji,3,3,-30.847804103883792,-30.63886510220463,0.0,,,,True
,,J132+ Raji,J134+ Raji,3,3,-19.823564206797343,-19.689294820842264,2.5979218776228663e-13,,,,True
,,J132+ Raji,J135+ Raji,3,3,-29.61223421182014,-29.41166399836601,0.0,,,,True
,,J133- Raji,J133+ Raji,3,3,-26.07004526996232,-25.893467085852592,0.0,,,,True
,,J133- Raji,J134- Raji,3,3,-0.7149396953025082,-0.7100972505795626,0.8640778462646029,,,,False
,,J133- Raji,J135- Raji,3,3,2.4170654629466224,2.4006941438368234,0.147311492196586,,,,False
,,J133+ Raji,J134+ Raji,3,3,11.02423989708645,10.949570281362366,1.0782475357018484e-08,,,,True
,,J133+ Raji,J135+ Raji,3,3,1.2355698920636513,1.2272011038386215,0.6557121988709609,,,,False
,,J134- Raji,J134+ Raji,3,3,-14.330865677573362,-14.233799553910663,1.0715028864183296e-10,,,,True
,,J134- Raji,J135- Raji,3,3,3.1320051582491306,3.110791394416386,0.053738155142663446,,,,False
,,J134+ Raji,J135+ Raji,3,3,-9.788670005022798,-9.722369177523744,7.603164831060383e-08,,,,True
,,J135- Raji,J135+ Raji,3,3,-27.25154084084529,-27.06696012585079,0.0,,,,True


