id	fdr.pvalue.5m_vs_0m	fdr.pvalue.15m_vs_0m	5m_vs_0m	15m_vs_0m
PERT-PSP_VANADATE	0.000448979591836735	0.00647447291904554	3.0083	2.8584
PERT-PSP_UV	0.000448979591836735	0.131038830180625	3.2899	2.1845
PERT-PSP_U0126	0.000448979591836735	0.000448979591836735	-3.042	-2.9614
PERT-PSP_TNF	0.000448979591836735	0.134744423762098	3.3136	2.1671
PERT-PSP_THROMBIN	0.000448979591836735	0.0900865200449112	3.3484	2.3538
PERT-PSP_SPHINGOSINE_1_PHOSPHATE	0.00226991333058192	0.0562849440894569	2.9514	2.5869
PERT-PSP_SORBITOL	0.339445628997868	0.167100260156094	1.4874	1.7916
PERT-PSP_PHORBOL_ESTER_IONOMYCIN	0.000448979591836735	0.000835367960601009	3.1359	2.9386
PERT-PSP_PHORBOL_ESTER	0.000448979591836735	0.0260729234958899	3.3822	2.7312
PERT-PSP_PAR1_ACTIVATING_PEPTIDE	0.000448979591836735	0.0302925244835887	3.1881	2.7032
PERT-PSP_OKADAIC_ACID	0.000448979591836735	0.000448979591836735	3.1205	2.9077
PERT-PSP_LPS	0.000448979591836735	0.00281164532372262	2.998	2.9182
PERT-PSP_INSULIN	0.000448979591836735	0.0350173010380623	3.2576	2.6612
PERT-PSP_IL_2	0.00703842339315993	0.030243951209758	2.9564	2.6909
PERT-PSP_IL_1B	0.000448979591836735	0.000448979591836735	3.0852	2.9544
PERT-PSP_IL_1A	0.000448979591836735	0.000448979591836735	3.1641	2.9565
PERT-PSP_HGF	0.000448979591836735	0.0562849440894569	3.0904	2.5393
PERT-PSP_HEREGULIN	0.000448979591836735	0.00396647725736127	2.9861	2.9387
PERT-PSP_H2O2	0.0208587922969955	0.214802760787835	2.6646	-1.7365
PERT-PSP_GEFITINIB	0.353262324037895	0.168544599517319	-1.4591	-1.7836
PERT-PSP_FIBRONECTIN	0.000448979591836735	0.00225669571877468	2.9952	2.9132
PERT-PSP_FGF1	0.000448979591836735	0.033656788180785	3.1292	2.6689
PERT-PSP_ETOPOSIDE	0.0810116811203793	0.751354339414041	2.5058	0.5966
PERT-PSP_ERLOTINIB	0.000448979591836735	0.0343153705445556	-3.1027	-2.6162
PERT-PSP_EGF	0.000448979591836735	0.354866607995658	3.4955	-1.4448
PERT-PSP_DASATINIB	0.000448979591836735	0.00281164532372262	-3.0491	-2.9237
PERT-PSP_CYCLIC_STRETCH	0.000448979591836735	0.00157584092602143	2.9535	2.9593
PERT-PSP_CISPLATIN	0.000448979591836735	0.000448979591836735	3.0917	2.9479
PERT-PSP_ANTI_IGM	0.000448979591836735	0.00281164532372262	3.0038	2.8908
PERT-PSP_ANTI_CD3	0.000448979591836735	0.0136563068718875	4.8208	3.403
PERT-PSP_ANISOMYCIN	0.000448979591836735	0.133849557522124	3.058	2.1765
PERT-P100-DIA2_PAZOPANIB	0.221289594628065	0.0367710214636909	-1.7221	2.4693
PERT-P100-DIA2_LENALIDOMIDE	0.0520159995835249	0.00827067669172932	2.0024	2.1605
PERT-P100-DIA2_IPI145	0.369428048035823	0.00225669571877468	1.4177	2.5978
PATH-WP_Non-small_cell_lung_cancer	0.000448979591836735	0.000448979591836735	3.3818	3.5573
PATH-NP_TWEAK_PATHWAY	0.000835367960601009	0.131038830180625	3.256	2.2106
PATH-NP_TSLP_PATHWAY	0.000448979591836735	0.0811884203990299	3.6349	2.459
PATH-NP_TIE2_PATHWAY	0.539695723920377	0.415031873205439	-1.0678	1.3353
PATH-NP_T_CELL_RECEPTOR_PATHWAY	0.000448979591836735	0.000448979591836735	3.0585	2.9499
PATH-NP_PROLACTIN_PATHWAY	0.097550992564295	0.00865355708959522	-2.3695	-3.0571
PATH-NP_OXYTOCIN_PATHWAY	0.000448979591836735	0.000448979591836735	3.1828	2.9438
PATH-NP_NOTCH_PATHWAY	0.00225669571877468	0.134744423762098	3.0723	2.2235
PATH-NP_LEPTIN_PATHWAY	0.000448979591836735	0.221289594628065	3.3326	1.877
PATH-NP_KIT_RECEPTOR_PATHWAY	0.0436308926780341	0.000448979591836735	2.6449	3.2734
PATH-NP_IL33_PATHWAY	0.0102758544895043	0.000448979591836735	3.1515	3.8617
PATH-NP_GLP1_PATHWAY	0.687455035644471	0.180013708802193	-0.7341	1.7721
PATH-NP_FGF1_PATHWAY	0.108874379400073	0.713439738311432	2.3437	-0.6709
PATH-NP_EGFR1_PATHWAY	0.0170286818519092	0.74413476900729	3.1462	0.5388
PATH-NP_CRH_PATHWAY	0.000448979591836735	0.124397585121005	3.2021	2.2093
PATH-NP_CCR7_PATHWAY	0.676863572433193	0.750300480769231	-0.698	0.6078
